,cities,lat,long,d1,d2,d3,sharp2,heat2,sharp3,heat3,sharp4,heat4,sharp5,heat5,sharp6,heat6,sharp7,heat7,sharp8,heat8,sharp9,heat9,sharp10,heat10
612,永丰,27.317518,115.421296,0.047643363,0.085074509,0.11884789,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Cluster 8_b,Cluster 9,Cluster 9_a
613,永新,26.945121,114.242965,0.039042224,0.095890695,0.109932315,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
614,景德镇,29.268702,117.178392,0.019178597,0.137593547,0.102230175,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_b,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
615,浮梁,29.351672,117.215226,0.013920131,0.130007344,0.020518672,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_b,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 10,Z
616,乐平,28.978451,117.151795,0.051262504,0.135280068,0.064815094,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
617,德安,29.298791,115.767393,9.41636E-05,0.124600479,0.099868225,Cluster 2,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
618,都昌,29.26507,116.207191,0.061929457,0.112536975,0.080588092,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Cluster 4_b,Cluster 3,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
619,湖口,29.731033,116.252086,-0.014253832,0.156577798,0.093166521,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_b,Cluster 4,Cluster 4_a,Cluster 6,Cluster 6_b,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 10,Z
620,九江县,29.660754,115.954504,-0.086921219,0.123291666,0.077990792,Cluster 2,Cluster 2_b,Cluster 3,Z,Cluster 4,Cluster 4_a,Cluster 2,Cluster 2_b,Cluster 4,Z,Cluster 6,Cluster 6_a,Cluster 3,Z,Cluster 4,Cluster 4_a,Cluster 10,Cluster 10_a
621,彭泽,29.877398,116.563849,-0.047253714,0.144453283,0.084696223,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_b,Cluster 4,Cluster 4_a,Cluster 2,Z,Cluster 4,Z,Cluster 6,Cluster 6_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 10,Cluster 10_a
622,瑞昌,29.675985,115.68122,-0.066652628,0.111333207,0.075811548,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_b,Cluster 4,Cluster 4_a,Cluster 2,Z,Cluster 4,Z,Cluster 6,Cluster 6_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 10,Cluster 10_a
623,武宁,29.246583,115.092732,0.062430454,0.180154256,0.085502098,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
624,星子,29.388522,116.001209,0.007662501,0.150650864,0.100607775,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
625,修水,29.026208,114.546616,0.098727657,0.121216784,0.101526207,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Cluster 4_a,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
626,永修,29.011893,115.832226,0.071756668,0.171879106,0.094763514,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Cluster 4_a,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
627,安义,28.844439,115.549326,0.054630261,0.141621636,0.109945544,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
628,南昌市,28.682695,115.858173,0.01680143,0.118985411,0.094279779,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
629,进贤,28.377376,116.241448,0.063152383,0.158141443,0.09937173,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
630,南昌县,28.55753,115.933477,0.032408039,0.126848352,0.094168203,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
631,新建,28.693147,115.815245,0.021910935,0.122384629,0.096280294,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
632,莲花,27.127605,113.961095,0.035634473,0.081830295,0.123959218,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_b,Cluster 8,Z,Cluster 9,Z
633,芦溪,27.631061,114.029532,0.077566394,0.142266995,0.112616562,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
634,上栗,27.880431,113.795375,0.043669308,0.168474643,0.11030412,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
635,萍乡,27.659068,113.886443,0.023109247,0.105105497,0.135391867,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_b,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
636,德兴,28.930459,117.594574,0.068143912,0.111083342,0.018400765,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
637,广丰,28.463399,118.190804,0.195623015,0.165105507,-0.094642959,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Z,Cluster 1,Z,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
638,横峰,28.407203,117.596427,0.096595829,0.153953464,0.035976461,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
639,鄱阳,29.005711,116.703671,-0.028279126,0.145696062,0.065934507,Cluster 2,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Cluster 6_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 10,Z
640,铅山,28.298552,117.734675,0.080339812,0.158205187,0.029034237,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
641,上饶县,28.4487,117.908165,0.119776594,0.184636707,-0.021294816,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 4,Z,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
642,万年,28.694142,117.058705,0.081400894,0.142269954,0.073511741,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
643,婺源,29.247923,117.861925,0.08931666,0.122628829,0.02205643,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_b,Cluster 4,Cluster 4_a,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
644,弋阳,28.378061,117.449369,0.075954066,0.166927931,0.03273571,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
645,余干,28.702985,116.695701,0.093232277,0.113080581,0.108091087,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Cluster 4_a,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
646,玉山,28.681986,118.244813,0.197331689,0.144565854,-0.096776602,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Z,Cluster 1,Z,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
647,分宜,27.814758,114.691985,0.031147629,0.135329953,0.134113186,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Z,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 9,Z
648,新余,27.817832,114.917104,0.048015256,0.135757826,0.129402543,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Z,Cluster 3,Z,Cluster 8,Z,Cluster 9,Cluster 9_a
649,丰城,28.160797,115.771108,0.03905876,0.166665496,0.09029059,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 6,Z,Cluster 3,Cluster 3_a,Cluster 8,Z,Cluster 9,Cluster 9_a
650,奉新,28.688356,115.400541,0.082724848,0.10355305,0.09625044,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 4,Cluster 4_a,Cluster 8,Z,Cluster 8,Cluster 8_a,Cluster 9,Cluster 9_a
